iter	MultiClass
344	0.2266337795
345	0.2265681921
346	0.2264890515
347	0.226386649
348	0.2263140115
349	0.2261927144
350	0.2261006303
351	0.2259730233
352	0.2258743596
353	0.2258182882
354	0.2257451073
355	0.2256821905
356	0.2255806917
357	0.225519488
358	0.225438994
359	0.2253608872
360	0.2253093353
361	0.2252534086
362	0.2251975746
363	0.2251045595
364	0.2250480952
365	0.2249575916
366	0.224878344
367	0.2247796844
368	0.2246715414
369	0.2245979042
370	0.224483085
371	0.2244219595
372	0.2243590965
373	0.2242783307
374	0.2242176962
375	0.2241527142
376	0.2240606623
377	0.2239828326
378	0.2239237956
379	0.2238838665
380	0.2237924415
381	0.2237451581
382	0.2236919149
383	0.2236324647
384	0.2235617359
385	0.2235192474
386	0.2234610845
387	0.2233148476
388	0.2232647216
389	0.2231698501
390	0.2231173957
391	0.2230392411
392	0.2229805674
393	0.2229189324
394	0.2228215823
395	0.2227554885
396	0.2227035083
397	0.2226166828
398	0.2225667379
399	0.2224802405
400	0.2224173086
401	0.2223101536
402	0.2222321929
403	0.2221752437
404	0.2221225955
405	0.2220710372
406	0.2220146218
407	0.2219394697
408	0.2217741915
409	0.2216649327
410	0.2216088915
411	0.2215688295
412	0.2215276794
413	0.2214505728
414	0.2213554475
415	0.2212744096
416	0.2212278307
417	0.2211766048
418	0.2211277186
419	0.2210310595
420	0.2209073816
421	0.2208295097
422	0.2207694885
423	0.2207175632
424	0.2206681245
425	0.2205855673
426	0.2205473283
427	0.220446911
428	0.2203959047
429	0.2203098723
430	0.220272144
431	0.220219085
432	0.2201705581
433	0.2200686536
434	0.2200206704
435	0.2199060684
436	0.219864276
437	0.2197973909
438	0.2197339597
439	0.2196764577
440	0.2196363103
441	0.2195546008
442	0.2195034384
443	0.2193121904
444	0.2192652562
445	0.2192066954
446	0.2191679411
447	0.219109652
448	0.2190678294
449	0.2190079204
450	0.218929479
451	0.2188139605
452	0.2187708571
453	0.2187063919
454	0.2186491708
455	0.2185564688
456	0.2184733579
457	0.2184303313
458	0.2183907636
459	0.2183431361
460	0.2182639922
461	0.2181973632
462	0.2181565396
463	0.2181177343
464	0.218052662
465	0.2180003956
466	0.2179037679
467	0.217815615
468	0.2177576026
469	0.2177129524
470	0.2176611379
471	0.2176121546
472	0.2175213773
473	0.2174743676
474	0.2174255626
475	0.2173922801
476	0.2173411229
477	0.2172988231
478	0.217230815
479	0.2171532335
480	0.2170857578
481	0.2170281397
482	0.2169794864
483	0.2168968046
484	0.2168199959
485	0.2167421579
486	0.2166731907
487	0.2166107601
488	0.2165700769
489	0.2163769851
490	0.2163328245
491	0.2162748136
492	0.2161566418
493	0.2160824202
494	0.2160331238
495	0.2159806825
496	0.2159395366
497	0.2159029652
498	0.2158638848
499	0.2158036732
500	0.2157510752
501	0.215721707
502	0.215677518
503	0.2155963381
504	0.2155149825
505	0.2154227229
506	0.2153854896
507	0.2153229679
508	0.2152908565
509	0.2152672675
510	0.2152150813
511	0.2151808802
512	0.2151158341
513	0.2149832507
514	0.214937548
515	0.2148877213
516	0.2148279167
517	0.214790609
518	0.214766013
519	0.2147324575
520	0.2146742252
521	0.2145968734
522	0.2145480577
523	0.2144960897
524	0.2143741512
525	0.214309282
526	0.2142365445
527	0.2141657596
528	0.2140962213
529	0.2140646391
530	0.213997846
531	0.2139400763
532	0.2138922966
533	0.2138510296
534	0.213797493
535	0.2137083617
536	0.2136641691
537	0.2135948161
538	0.2135470891
539	0.2135034704
540	0.2134149516
541	0.2133602502
542	0.2133096052
543	0.2132248617
544	0.2131798718
545	0.2131229357
546	0.2130835879
547	0.2130485743
548	0.2130199591
549	0.2129889607
550	0.2129465169
551	0.2129133452
552	0.2128469002
553	0.2127945331
554	0.2127428768
555	0.2126906634
556	0.2126400499
557	0.2126129607
558	0.2125866595
559	0.2125437194
560	0.2124910714
561	0.2124328355
562	0.212395476
563	0.2123560003
564	0.2123153713
565	0.2122670847
566	0.2122329814
567	0.2121596514
568	0.2121244979
569	0.2120691981
570	0.2120269328
571	0.2119547914
572	0.2119167825
573	0.2118854585
574	0.2118369084
575	0.2117699047
576	0.2117314201
577	0.2116792119
578	0.2116388453
579	0.2115438033
580	0.2114951262
581	0.2114487519
582	0.2114121389
583	0.2113442189
584	0.2112964946
585	0.2112588701
586	0.2112188832
587	0.21118864
588	0.211123715
589	0.2110694096
590	0.2110236945
591	0.2109741
592	0.2109105984
593	0.2108617453
594	0.2108050652
595	0.2107363434
596	0.2107019283
597	0.2105863707
598	0.2105280532
599	0.2104622164
600	0.210385012
601	0.2103359955
602	0.2103037422
603	0.2102542494
604	0.2102122023
605	0.2101850022
606	0.2101530853
607	0.210105702
608	0.2100730553
609	0.2100298677
610	0.2100013985
611	0.2099588742
612	0.2099065223
613	0.2098465585
614	0.2097996415
615	0.2097263076
616	0.2096774181
617	0.2095936488
618	0.2095330007
619	0.2094880013
620	0.2094583797
621	0.2094286241
622	0.2093975168
623	0.2093613059
624	0.2093169689
625	0.2092752682
626	0.209224977
627	0.2091899896
628	0.2091450533
629	0.2090754288
630	0.2090450383
631	0.2090094194
632	0.2089481946
633	0.2089170353
634	0.2088720324
635	0.2088450165
636	0.2087976499
637	0.2087614557
638	0.2087188604
639	0.208690255
640	0.2086296189
641	0.2085972932
642	0.2085366014
643	0.2085003314
644	0.2084552505
645	0.2084269671
646	0.2083889886
647	0.2083307809
648	0.2082936958
649	0.2082373542
650	0.2081857843
651	0.2081600423
652	0.2081211685
653	0.2080823516
654	0.2080418445
655	0.2080116805
656	0.2079656484
657	0.2079265866
658	0.2078898825
659	0.2078495998
660	0.2078082398
661	0.2077651285
662	0.2076871293
663	0.2076292573
664	0.2075946688
665	0.2075571955
666	0.207519456
667	0.2074809047
668	0.2074335798
669	0.2073921372
670	0.2073427575
671	0.2073067557
672	0.2072432386
673	0.207204207
674	0.2071660737
675	0.2071108309
676	0.2070621877
677	0.2070391249
678	0.2069873919
679	0.206958861
680	0.2069241206
681	0.2068746654
682	0.2068432124
683	0.2067994765
684	0.2067619718
685	0.2067313917
686	0.2066977438
687	0.206676541
688	0.2066367161
689	0.2065495612
690	0.2065104397
691	0.2064681439
692	0.2064408871
693	0.2063849312
694	0.2063376514
695	0.2063146217
696	0.2062893002
697	0.2062468237
698	0.2062158893
699	0.2061844623
700	0.2061595289
701	0.2061303222
702	0.2060967228
703	0.2060619848
704	0.2060279738
705	0.2059834824
706	0.2059413119
707	0.20589912
708	0.2058629091
709	0.2058095138
710	0.2057844516
711	0.2057484928
712	0.2057152438
713	0.2056912786
714	0.2056680161
715	0.205632132
716	0.2056019522
717	0.2055677447
718	0.2055307421
719	0.2054744723
720	0.2054009632
721	0.2053649593
722	0.205331453
723	0.2052953776
724	0.205248623
725	0.2051853419
726	0.2051424189
727	0.205084294
728	0.2050526393
729	0.2050176891
730	0.2049824052
731	0.2049451821
732	0.2049125718
733	0.2048726157
734	0.2047991696
735	0.2047568802
736	0.2046511326
737	0.2046154359
738	0.204589369
739	0.2045246288
740	0.2044865136
741	0.2044505075
742	0.2043981593
743	0.2043562704
744	0.2043334924
745	0.2042508743
746	0.2041583515
747	0.2041169265
748	0.2040714319
749	0.2040464653
750	0.2040233807
751	0.2039720957
752	0.2039400454
753	0.2038718468
754	0.2038470758
755	0.2038082673
756	0.2037679511
757	0.2037435142
758	0.2037107766
759	0.2036643413
760	0.2036194062
761	0.2035984315
762	0.2035540981
763	0.2035081351
764	0.2034771468
765	0.2034461864
766	0.2034169268
767	0.2033669361
768	0.203338268
769	0.2033053284
770	0.2032576215
771	0.2032238092
772	0.2032007582
773	0.2031675238
774	0.2031235222
775	0.203084265
776	0.2030399732
777	0.2029131636
778	0.2028710679
779	0.2028431256
780	0.2028169953
781	0.2027847212
782	0.2027378518
783	0.2027015164
784	0.2026753904
785	0.2026564876
786	0.2026136155
787	0.2025820042
788	0.2025560452
789	0.2025206252
790	0.2024816118
791	0.2024302354
792	0.2023683459
793	0.2023419106
794	0.2023252544
795	0.2022696558
796	0.2022335083
797	0.2022044631
798	0.2021719738
799	0.2021270507
800	0.2020690209
801	0.2020181351
802	0.201989517
803	0.2019399643
804	0.2018957148
805	0.2018616674
806	0.2018171275
807	0.2017854552
808	0.2017575893
809	0.2017305922
810	0.2017101846
811	0.2016771615
812	0.2016395507
813	0.2016010221
814	0.2015705585
815	0.2015395933
816	0.2014964437
817	0.2014717373
818	0.2014351409
819	0.2014124988
820	0.2013680351
821	0.2013393068
822	0.2013162419
823	0.2012617617
824	0.2012244826
825	0.2012007655
826	0.2011568136
827	0.2011329953
828	0.2010992895
829	0.2010568221
830	0.2010037766
831	0.2009604673
832	0.200935269
833	0.2008975721
834	0.2008640179
835	0.200837418
836	0.2008010871
837	0.2007238279
838	0.2007065968
839	0.2006657506
840	0.2006227692
841	0.2005962032
842	0.2005429006
843	0.2004924461
844	0.2004587095
845	0.2004320476
846	0.2004166723
847	0.2003850345
848	0.2003538869
849	0.2003233084
850	0.2002955267
851	0.2002709376
852	0.2002282201
853	0.2001932753
854	0.2001479075
855	0.2001267486
856	0.200101428
857	0.2000734035
858	0.2000360975
859	0.2000069428
860	0.1999743257
861	0.1999341659
862	0.1999085501
863	0.1998840728
864	0.1998027311
865	0.1997758897
866	0.199730509
867	0.1997097876
868	0.1996453502
869	0.1996193419
870	0.1995942687
871	0.1995564473
872	0.1995240673
873	0.199456848
874	0.1994111672
875	0.1993562341
876	0.199321597
877	0.199274908
878	0.1992344511
879	0.1992074755
880	0.199183129
881	0.1991518587
882	0.1991284506
883	0.1990405797
884	0.1990163172
885	0.1989871711
886	0.1989386352
887	0.1989151969
888	0.1988221457
889	0.1988016454
890	0.1987683679
891	0.1987092181
892	0.1986684179
893	0.1986458842
894	0.1986007208
895	0.198566045
896	0.1984831852
897	0.1984453311
898	0.1984201746
899	0.1983960415
900	0.1983555901
901	0.1983258602
902	0.1982976927
903	0.1982659742
904	0.1981953134
905	0.1981486544
906	0.1981207321
907	0.1981005194
908	0.1980843327
909	0.198051088
910	0.1980275038
911	0.1979972907
912	0.1979771197
913	0.1979464445
914	0.1979172562
915	0.1978924349
916	0.1978625057
917	0.1978375226
918	0.1977650184
919	0.1977252672
920	0.1976777854
921	0.1976428434
922	0.1976216946
923	0.1975738299
924	0.197539587
925	0.1975134428
926	0.1974727848
927	0.1974387649
928	0.1974153778
929	0.1973935854
930	0.1973556095
931	0.1973279071
932	0.1972940353
933	0.1972602059
934	0.1972212207
935	0.1971961447
936	0.1971660081
937	0.1971385184
938	0.1971145654
939	0.197089832
940	0.19701323
941	0.1969816541
942	0.1969621016
943	0.1969343748
944	0.1968914723
945	0.1968457296
946	0.1967906088
947	0.1967547221
948	0.1967183726
949	0.1966964502
950	0.1966808386
951	0.1966578
952	0.1966229719
953	0.1965912712
954	0.1965635462
955	0.1965308635
956	0.1964981305
957	0.1964621428
958	0.1964398895
959	0.1964090161
960	0.1963686351
961	0.196326751
962	0.1963003555
963	0.1962735547
964	0.1962383757
965	0.1962005669
966	0.1961695133
967	0.196142281
968	0.1961128957
969	0.1960753495
970	0.1960327446
971	0.1960173958
972	0.1959933805
973	0.1959636963
974	0.1959357339
975	0.1959011224
976	0.1958749463
977	0.1958485805
978	0.1957918469
979	0.195756658
980	0.1957286422
981	0.1956941673
982	0.1956704893
983	0.1956490382
984	0.1956245219
985	0.1955856169
986	0.1955642527
987	0.195523801
988	0.1954878815
989	0.1954592866
990	0.195423705
991	0.1954034253
992	0.1953824009
993	0.1953463063
994	0.1953247062
995	0.1952986293
996	0.1952801848
997	0.1952574254
998	0.1952245062
999	0.1952025255
