feature,importance
증감율_이용건수_신용_분기,0.0018543047409671296
증감율_이용금액_체크_전월,0.0018319205401838318
이용금액_페이_온라인_R6M,0.0018144928271567366
상향가능한도금액,0.0018082472913057792
최종이용일자_신판,0.0017958311174064174
증감율_이용금액_신용_전월,0.0017937082684848587
증감율_이용금액_일시불_전월,0.0017852839578812963
최종이용일자_일시불,0.00178083744353528
직장시도명,0.0017767133456440258
연령,0.0017624320875007302
이용금액_할부_R6M,0.0017485856423353368
포인트_적립포인트_R12M,0.0017445715453103588
최종이용일자_기본,0.001742588585539287
이용금액_간편결제_R6M,0.0017348652416402013
Life_Stage,0.0017192117819897186
교통_정비이용금액,0.0017030308798055413
유효카드수_신용,0.001697808390304363
이용건수_온라인_R6M,0.0016963886464748678
_2순위교통업종_이용금액,0.0016555942693344359
혜택수혜금액,0.0016415666732327524
변동률_잔액_B1M,0.0016308168667882566
할인금액_청구서_R3M,0.0016227967312105911
월중평잔_CA,0.0015986114373025822
최종탈회후경과월,0.001594676292723618
변동률_할부평잔,0.0015747629111345716
할부금액_무이자_6M_R12M,0.0015549205204861737
이용금액_온라인_B0M,0.001544393178477202
잔액_현금서비스_B2M,0.0015391823869184609
변동률_잔액_일시불_B1M,0.0015062460049116927
최종카드론_대출이율,0.001505192180100707
평잔_할부_3M,0.0014987365851901369
컨택건수_이용유도_LMS_R6M,0.0014953987871260913
카드론이용금액_누적,0.0014904122913283865
최대이용금액_할부_유이자_R12M,0.0014846481143454254
포인트_이용포인트_R3M,0.0014762959481578145
이용가능카드수_신용,0.0014744744791551345
평잔_일시불_해외_6M,0.001472348250622427
이용금액_페이_온라인_R3M,0.0014500763566761721
이용개월수_할부_R12M,0.0014494456981347715
증감율_이용건수_일시불_전월,0.0014346459600832772
증감율_이용건수_신판_전월,0.0014224725230057161
납부_기타이용금액,0.001422161469798966
컨택건수_이용유도_인터넷_R6M,0.0014075667244152863
증감율_이용건수_신용_전월,0.0014011595130940101
쇼핑_기타_이용금액,0.0013985664529825763
이용카드수_신용,0.0013948326333763192
납부_통신비이용금액,0.0013899020570347306
잔액_현금서비스_B1M,0.0013850914917169
월중평잔_할부,0.0013750210785741796
이용금액_할부_유이자_R12M,0.001374183741481095
이용금액_CA_R3M,0.0013685321192746002
이용건수_간편결제_R6M,0.0013409199848770262
잔액_할부_B1M,0.0013397396542008217
할인금액_청구서_B0M,0.00132433550108385
월중평잔_CA_B0M,0.0013189352730216847
소지카드수_유효_신용,0.0013092467360531106
월중평잔_할부_B0M,0.0013074453418128254
이용건수_할부_R12M,0.001306977284217923
이용가능카드수_체크,0.0013040479898196065
소지카드수_이용가능_신용,0.0013027466726008438
잔액_할부_B0M,0.0013016702407295994
잔액_할부_B2M,0.0012989328234699936
이용건수_할부_무이자_R12M,0.0012986527983602563
최종이용일자_카드론,0.0012970501122943562
이용금액_할부_R3M,0.0012789195043327786
할인금액_R3M,0.0012675490747279267
이용개월수_할부_무이자_R12M,0.0012672294666886926
유효카드수_체크,0.0012515063346892215
평잔_일시불_해외_3M,0.0012497176242132015
컨택건수_이용유도_청구서_R6M,0.001244910625977081
이용금액_페이_온라인_B0M,0.0012431114766154319
rv최초시작후경과일,0.0012366695295673558
카드론이용건수_누적,0.0012332818841606257
이용개월수_체크_R6M,0.001222681104856894
최초카드론이용경과월,0.0012223381458268097
잔액_현금서비스_B0M,0.0012144219503279804
최종카드론_대출금액,0.0012112639457809216
이용후경과월_체크,0.001205607585647409
이용후경과월_CA,0.0011910581860597946
변동률_RV일시불평잔,0.0011876865199428918
이용건수_페이_온라인_R6M,0.0011822824441260111
카드론이용월수_누적,0.0011619639129576908
방문일수_앱_R6M,0.0011549694132756488
_1순위여유업종_이용금액,0.0011507303265954468
이용개월수_체크_R3M,0.0011453126886181205
할부건수_3M_R12M,0.0011401153702874647
교통_버스지하철이용금액,0.0011190558912846523
포인트_적립포인트_R3M,0.0011146203163200545
이용금액_해외,0.001112616389823953
교통_택시이용금액,0.0011026313416969758
상향가능CA한도금액,0.0011024977142404158
쇼핑_백화점_이용금액,0.0011007695690252598
할부금액_유이자_3M_R12M,0.0010974595473347071
_2순위납부업종_이용금액,0.0010885173456085717
증감율_이용건수_체크_분기,0.0010820753209593735
이용건수_간편결제_R3M,0.0010772864444431448
잔액_할부_무이자_B0M,0.001065354739844798
이용후경과월_할부,0.0010619081102104598
할인금액_B0M,0.0010598501885411503
청구서수령방법,0.001054317008021679
대표청구서수령지구분코드,0.0010504460616811702
이용금액_할부_무이자_R6M,0.0010490933753315391
할부건수_무이자_3M_R12M,0.0010395016364834234
이용후경과월_할부_무이자,0.0010286060199633574
월중평잔_RV일시불,0.0010250394465083795
상담건수_R6M,0.0010244381156896084
증감율_이용건수_체크_전월,0.0010237159419424333
평잔_RV일시불_6M,0.0010229676645869613
최종카드론이용경과월,0.0010144918834727851
증감율_이용금액_체크_분기,0.0010115593267788574
평잔_RV일시불_3M,0.001011323914815023
이용금액_부분무이자_R6M,0.0009945633968914257
RP건수_B0M,0.0009789980246501183
포인트_마일리지_환산_B0M,0.0009725338402366428
이용건수_온라인_R3M,0.0009686573523974916
_3순위교통업종_이용금액,0.0009675442225396507
이용카드수_체크,0.0009613525980255622
당사멤버쉽_방문횟수_R6M,0.0009507578421516469
이용금액_부분무이자_R3M,0.0009421835791977303
마일_적립포인트_R3M,0.0009385693355401064
이용건수_페이_온라인_R3M,0.0009281561456651233
이용개월수_온라인_R6M,0.0009269731947859675
할부금액_유이자_6M_R12M,0.0009188326404094058
인입횟수_IB_R6M,0.0009172427638619208
대표청구지고객주소구분코드,0.0009058839275258321
납부_보험료이용금액,0.0009016960373919327
인입일수_ARS_R6M,0.0008883898769289877
여유_운동이용금액,0.0008839757394538751
가입통신회사코드,0.0008774667685675706
이용후경과월_신판,0.0008644035644608646
이용개월수_CA_R6M,0.0008590843654940509
상환개월수_결제일_R6M,0.0008574871033044038
컨택건수_카드론_TM_R6M,0.0008572105148628577
탈회횟수_누적,0.0008460119569954594
이용개월수_페이_온라인_R6M,0.0008456290967686716
증감율_이용금액_할부_분기,0.0008401572590699191
포인트_포인트_건별_R3M,0.000833127417851506
컨택건수_이용유도_EM_B0M,0.0008261060332798793
잔액_할부_유이자_B0M,0.0008243484214109012
포인트_포인트_건별_B0M,0.0008070213087115504
이용후경과월_할부_유이자,0.0007936687663576787
이용후경과월_신용,0.0007879287977406565
이용건수_CA_R6M,0.000768907659795484
가맹점매출금액_B1M,0.0007666668064840413
인입일수_IB_R6M,0.0007570756436639723
방문횟수_앱_B0M,0.0007564435261499429
가맹점매출금액_B2M,0.0007361482552703688
RP유형건수_B0M,0.0007344733596438655
이용개월수_간편결제_R6M,0.0007344500978859628
이용메뉴건수_IB_R6M,0.0007273962136333824
방문일수_앱_B0M,0.0007168327790170945
수신거부여부_SMS,0.0007133446411962281
이용건수_할부_R6M,0.0007004190886270036
이용금액_할부_무이자_R3M,0.0006966707817985991
연체건수_R6M,0.0006933436516150057
홈페이지_선결제건수_R6M,0.00069121471017426
이용금액_연체_R6M,0.0006887616201405887
이용개월수_할부_유이자_R12M,0.0006858952958838556
기준년월,0.0006858251004768685
이용건수_페이_온라인_B0M,0.0006816586779379519
방문월수_앱_R6M,0.0006806757491482304
컨택건수_이용유도_TM_R6M,0.0006796073062535591
수신거부여부_메일,0.0006792308055978729
캠페인접촉건수_R12M,0.0006785955745659767
수신거부여부_TM,0.0006763180186761829
이용개월수_할부_R6M,0.0006740637673275744
수신거부여부_DM,0.0006715795352127813
인입후경과월_IB_R6M,0.0006653338402599512
할부건수_6M_R12M,0.0006556239156890306
최종카드론_대출월수,0.0006535975050412136
이용건수_할부_무이자_R6M,0.0006475498801523631
마일_잔여포인트_B0M,0.0006450065699514863
캠페인접촉일수_R12M,0.0006379074252093709
이용개월수_CA_R3M,0.000634469088254114
이용건수_간편결제_B0M,0.0006304217205532128
마일_적립포인트_R12M,0.0006225911118148218
교통_철도버스이용금액,0.0006220229690608551
방문월수_PC_R6M,0.000620616977090578
당사멤버쉽_방문월수_R6M,0.0006192479896307867
증감율_이용건수_할부_분기,0.0006189318919301804
RP후경과월,0.0006120350444113778
방문후경과월_PC_R6M,0.0006092384187414148
할부금액_12M_R12M,0.0006083657089869591
인입월수_IB_R6M,0.000607781899843279
인입월수_ARS_R6M,0.0006069757488374572
이용건수_온라인_B0M,0.0006035392837868755
이용금액_페이_오프라인_R6M,0.0006016665195897692
방문횟수_앱_R6M,0.0005966759816514824
마케팅동의여부,0.0005920879105458109
이용금액_할부_무이자_B0M,0.0005913741258486862
최종연체회차,0.0005907361046069908
한도증액후경과월,0.000588764315305463
홈페이지_금융건수_R6M,0.000586390431215028
이용금액_A페이_R6M,0.0005841679510771289
이용금액_선결제_R6M,0.0005814027254684292
불만제기후경과월_R12M,0.0005807053982877928
이용개월수_결제일_R6M,0.00057895224420573
RP후경과월_교통,0.0005788114310278622
할부건수_무이자_6M_R12M,0.0005754532850602578
평잔_카드론_6M,0.0005747225539919688
컨택건수_보험_TM_R6M,0.0005665720438677396
포인트_마일리지_월적립_R3M,0.0005598442938142789
RP건수_통신_B0M,0.000557738308812849
RV_평균잔액_R12M,0.0005554826424366852
쇼핑_아울렛_이용금액,0.0005495457217326548
변동률_CA평잔,0.0005470947946308223
이용금액_할부_유이자_R6M,0.0005467506804799841
이용금액_페이_오프라인_R3M,0.0005442483307456387
컨택건수_이용유도_청구서_B0M,0.0005427198505370299
이용개월수_할부_무이자_R6M,0.0005423067490229754
강제한도감액금액_R12M,0.0005420159424301966
남녀구분코드,0.0005372164494976806
방문후경과월_앱_R6M,0.0005344484137444923
이용금액_할부_B0M,0.0005249355388652969
RP건수_교통_B0M,0.0005243184889477008
변동률_카드론평잔,0.0005231210008697463
인입후경과월_ARS,0.0005220825707944913
마일_이용포인트_R12M,0.000520538937225836
RV_최대잔액_R12M,0.0005177566314918451
이용건수_할부_유이자_R12M,0.0005162630907957986
홈페이지_선결제건수_R3M,0.0005154340738088056
RV약정청구율,0.0005139037172416452
이용금액_A페이_R3M,0.0005048152629462601
강제한도감액횟수_R12M,0.0005016345401495597
한도증액금액_R12M,0.0004999974205933866
이용건수_CA_R3M,0.0004937063527514518
이용개월수_전체_R6M,0.0004923888585304224
RV최소결제비율,0.0004909036753035511
강제한도감액후경과월,0.0004880625003231335
이용금액_페이_오프라인_B0M,0.0004868194009375547
상환개월수_결제일_R3M,0.0004860902725001891
이용금액_A페이_B0M,0.00047840627393065465
할부금액_무이자_12M_R12M,0.0004728890469728005
한도증액횟수_R12M,0.00046930239954774954
선결제건수_R6M,0.00046826332261047275
컨택건수_이용유도_LMS_B0M,0.00046724482271574336
포인트_마일리지_월적립_B0M,0.00046423611319192646
평잔_카드론_3M,0.00046337808812198873
이용횟수_연체_R6M,0.0004588338791933356
당사멤버쉽_방문횟수_B0M,0.0004580416948334084
마일_이용포인트_R3M,0.0004519547698583157
포인트_마일리지_건별_R3M,0.00044934093126880426
보유여부_해외겸용_신용_본인,0.00044610074368944526
잔액_카드론_B5M,0.00044204158049386983
포인트_포인트_월적립_R3M,0.00044197379045236526
잔액_카드론_B0M,0.00044160748347331835
이용횟수_선결제_R6M,0.00044114990155786184
잔액_카드론_B1M,0.0004402633963555036
잔액_카드론_B3M,0.00044005128754789056
증감율_이용금액_할부_전월,0.00043817017990663987
회원여부_이용가능_카드론,0.00043250765005852204
잔액_카드론_B4M,0.00043143824737827956
홈페이지_금융건수_R3M,0.00043116459923106326
월중평잔_카드론,0.0004308881885381241
할부건수_유이자_3M_R12M,0.00043072451889920285
이용가능여부_해외겸용_신용_본인,0.0004296191155103266
이용건수_할부_R3M,0.00042801388042338804
평잔_RV일시불_해외_6M,0.0004248969999474827
연체건수_R3M,0.00041934112871906004
방문횟수_PC_R6M,0.0004190466462115885
포인트_마일리지_건별_B0M,0.0004176907381951715
이용건수_A페이_R6M,0.00041732996918443884
증감율_이용금액_CA_분기,0.0004170218767092227
_3순위납부업종_이용금액,0.0004160317017001512
선입금원금_B2M,0.0004150744703661307
할인건수_R3M,0.00041432334872503417
월상환론상향가능한도금액,0.0004142230760848572
RV전환가능여부,0.0004110097975713209
카드론동의여부,0.0004070323895407929
여유_공연이용금액,0.00040538632612776437
RP후경과월_통신,0.0004015140531673662
이용개월수_할부_R3M,0.00040109780172739703
이용여부_3M_해외겸용_본인,0.00040020738693980493
선입금원금_B5M,0.0003991333185351795
잔액_카드론_B2M,0.00039892279309327786
이용거절여부_카드론,0.0003971735894340652
신청건수_ATM_CA_R6M,0.00039529282123082813
동의여부_한도증액안내,0.0003935130109848865
평잔_RV일시불_해외_3M,0.00039054830344428267
이용금액_R3M_신용_가족,0.00038908358674090795
이용개월수_오프라인_R6M,0.0003853395998855278
일시불ONLY전환가능여부,0.0003828712465332226
방문횟수_PC_B0M,0.0003813732716744727
이용여부_3M_해외겸용_신용_본인,0.0003799474130946393
이용건수_할부_무이자_R3M,0.0003740774648118594
이용건수_할부_유이자_R6M,0.00037206279915926946
이용개월수_신용_R6M,0.00036624144109398036
이용건수_선결제_R6M,0.0003655380954052215
이용개월수_페이_오프라인_R6M,0.0003648736912223067
이용금액_선결제_R3M,0.00036481619848918934
방문일수_PC_B0M,0.00036293113451019024
선입금원금_B0M,0.000357695732589278
이용개월수_신판_R6M,0.000357283494514627
이용가능여부_해외겸용_본인,0.0003565868236554627
컨택건수_채권_R6M,0.0003556091928842311
보유여부_해외겸용_본인,0.00035477819188453385
연속무실적개월수_기본_24M_카드,0.000353728267825359
이용금액_연체_R3M,0.00035242785454547414
이용건수_CA_B0M,0.000349878066696775
RV_평균잔액_R6M,0.00034510492395957806
유효카드수_신용_가족,0.0003431527031101365
이용개월수_결제일_R3M,0.0003368023678182556
RV_최대잔액_R6M,0.0003341774710891183
방문일수_PC_R6M,0.00033005430031082854
이용후경과월_일시불,0.00032590850260250445
이용개월수_선결제_R6M,0.000323719256596005
이용금액_카드론_R12M,0.00032280391637817504
이용개월수_A페이_R6M,0.0003188638316615222
이용개월수_일시불_R6M,0.00031724864019663096
이용가능카드수_신용_가족,0.0003104281744006278
이용개월수_할부_유이자_R6M,0.0003096850260085398
최대이용금액_카드론_R12M,0.00030859608574788786
이용금액_D페이_R6M,0.0003081354671029228
이용금액_할부_유이자_R3M,0.0003081161924738
선결제건수_R3M,0.0003077335055112009
이용개월수_할부_무이자_R3M,0.00030745619715082014
컨택건수_CA_청구서_R6M,0.0003068793018078497
_2순위여유업종_이용금액,0.000297706694557977
납부_가스전기료이용금액,0.0002938752685548614
이용금액_선결제_B0M,0.0002938437495046726
납부_관리비이용금액,0.00029350315171534604
RP건수_제휴사서비스직접판매_B0M,0.0002919721346773816
탈회횟수_발급1년이내,0.00029144652713932286
이용금액_B페이_R6M,0.0002907502388345378
이용건수_페이_오프라인_R6M,0.0002852536297363521
최종카드론_거치개월수,0.00028483331475998334
컨택건수_CA_LMS_R6M,0.0002838546214505877
RV_평균잔액_R3M,0.00028334205273978423
RP후경과월_제휴사서비스직접판매,0.00028203709407288247
RV_최대잔액_R3M,0.00027898142367388865
여유_기타이용금액,0.00027778161449371915
이용금액_C페이_R6M,0.00026912053456364175
이용건수_A페이_R3M,0.00026366800417788866
IB문의건수_선결제_R6M,0.00026349652637959665
회원여부_이용가능_CA,0.00025778680266780535
연체일수_B2M,0.0002565903678939248
변동률_잔액_CA_B1M,0.0002559810560560972
최대이용금액_부분무이자_R12M,0.00025345401773347497
이용카드수_신용_가족,0.00025055698555012906
IB문의건수_사용승인내역_R6M,0.00024982906095903656
이용건수_할부_B0M,0.00024193779808855717
카드신청건수,0.00024190538445244256
이용후경과월_카드론,0.00024146212216134952
연체일수_B1M,0.00024116087386504722
컨택건수_이용유도_인터넷_B0M,0.00024010085237810208
증감율_이용건수_CA_분기,0.00023962270301082373
포인트_포인트_월적립_B0M,0.000238690574740077
이용금액_B페이_R3M,0.000236608407560814
컨택건수_카드론_LMS_R6M,0.00023106889015167328
할부금액_부분_12M_R12M,0.00023026607205388477
할부금액_유이자_12M_R12M,0.000229806876073653
이용횟수_선결제_R3M,0.0002281201063459226
이용금액_부분무이자_R12M,0.00022761827573353598
이용건수_카드론_R12M,0.00022501621803206373
이용금액_C페이_R3M,0.00022250133767213705
탈회횟수_발급6개월이내,0.00021990006826439113
증감_RP건수_전월,0.00021774063350325136
이용건수_페이_오프라인_R3M,0.0002128759472971574
이용건수_B페이_R6M,0.0001990766701566918
이용개월수_당사기타_R6M,0.00019597731232867555
이용금액_할부_유이자_B0M,0.00019391069881023775
이용개월수_신판_R3M,0.00019257245277696966
증감율_이용건수_할부_전월,0.00019126918578290042
할부금액_14M_R12M,0.00019047741546154251
이용건수_할부_무이자_B0M,0.00018981785417409777
이용개월수_할부_유이자_R3M,0.00018945834723967488
이용횟수_연체_R3M,0.00018892482704602103
이용개월수_B페이_R6M,0.00018791875692247275
이용건수_C페이_R6M,0.00018659529900955256
할부금액_유이자_14M_R12M,0.00018615058757473935
이용개월수_전체_R3M,0.00018591331081348067
잔액_리볼빙일시불이월_B0M,0.00018577655901858358
RP후경과월_아파트,0.00018554444172340552
인입일수_ARS_B0M,0.0001850231946946423
이용건수_A페이_B0M,0.00018454343180173725
이용건수_페이_오프라인_B0M,0.00018439031613531282
이용금액_연체_B0M,0.00018379221600049722
방문월수_모바일웹_R6M,0.0001833473857305222
이용개월수_일시불_R3M,0.0001819064519100492
증감_RP건수_교통_전월,0.00018178968594527404
방문횟수_모바일웹_R6M,0.000181586581328246
RP건수_아파트_B0M,0.0001786359601900764
이용건수_선결제_R3M,0.00017757663814073636
컨택건수_카드론_청구서_R6M,0.00017669796159889092
RP후경과월_보험,0.00017589759023569197
방문일수_모바일웹_R6M,0.00017580004578521087
이용개월수_D페이_R6M,0.0001752627583657973
여유_Pet이용금액,0.00017186728497096363
이용메뉴건수_ARS_B0M,0.0001713690641525644
이용개월수_신용_R3M,0.00017119308691061094
이용건수_할부_유이자_R3M,0.00016747042699856646
이용개월수_카드론_R12M,0.00016678535125682175
이용건수_B페이_R3M,0.0001637016001153096
이용개월수_C페이_R6M,0.00016203158519333434
증감율_이용금액_CA_전월,0.0001599347106992932
컨택건수_카드론_TM_B0M,0.00015562424130000825
이용금액_C페이_B0M,0.00015462152953569694
청구서발송여부_R6M,0.00015454988769980207
인입횟수_ARS_B0M,0.00015345334465417546
승인거절건수_R3M,0.00015296164701897577
금액_할부전환_R6M,0.00015117913133851435
이용건수_D페이_R6M,0.00014965727609466816
이용금액_B페이_B0M,0.00014904261894374055
RP후경과월_렌탈,0.00014766296084512312
이용메뉴건수_ARS_R6M,0.00014746010329577412
이용건수_C페이_R3M,0.000147133048348654
할부건수_유이자_6M_R12M,0.00014614683615565098
컨택건수_부대서비스_TM_R6M,0.00013906303842307563
이용금액_D페이_R3M,0.00013560577675947988
여유_숙박이용금액,0.0001316974898187197
이용횟수_선결제_B0M,0.00013123762303384075
RP후경과월_가스,0.00012926861626614964
이용후경과월_부분무이자,0.00012689064022283986
_1순위신용체크구분,0.00012538241248942548
IB문의건수_정보변경_R6M,0.00012306138963526735
건수_할부전환_R6M,0.0001199516559007532
방문후경과월_모바일웹_R6M,0.0001155209740380698
금액_할부전환_R3M,0.00011409137015892557
인입횟수_ARS_R6M,0.00011371056666102733
이용개월수_부분무이자_R12M,0.00011310051199636159
청구서발송여부_R3M,0.00011284649074923503
RP후경과월_전기,0.00010741590700372743
신청건수_ATM_CA_B0,0.0001071211921321459
컨택건수_리볼빙_TM_R6M,0.0001058342473321925
인입횟수_IB_B0M,0.0001045683556932236
이용금액_카드론_R6M,0.00010244576517282447
상담건수_B0M,0.00010223050283568307
_3순위여유업종_이용금액,9.300045808683749e-05
증감_RP유형건수_전월,9.059875726251008e-05
RP건수_보험_B0M,9.057292069373314e-05
인입일수_IB_B0M,8.86241579148407e-05
건수_할부전환_R3M,8.822268856019012e-05
이용메뉴건수_IB_B0M,8.595571572138906e-05
이용건수_B페이_B0M,8.520542515564746e-05
회원여부_연체,8.300712085293602e-05
이용건수_선결제_B0M,8.263063389187386e-05
증감_RP건수_통신_전월,8.24532011821273e-05
이용건수_C페이_B0M,8.19421086364428e-05
IB문의건수_카드발급_R6M,8.187127727680521e-05
이용횟수_연체_B0M,8.06700288868927e-05
IB문의건수_결제일변경_R6M,7.965287164688542e-05
할부건수_12M_R12M,7.930264850274775e-05
컨택건수_포인트소진_TM_R6M,7.925810223910052e-05
IB문의건수_분실도난_R6M,7.864585990329262e-05
승인거절건수_기타_R3M,7.82704619466312e-05
이용건수_할부_유이자_B0M,7.778702022312567e-05
RP건수_가스_B0M,7.774670571788278e-05
청구서발송여부_B0,7.739955788756147e-05
컨택건수_카드론_EM_R6M,7.556045407365438e-05
이용건수_D페이_R3M,7.138693620964934e-05
증감율_이용건수_카드론_분기,6.918254292251476e-05
증감율_이용금액_카드론_분기,6.821836111712813e-05
회원여부_이용가능,5.975897671239158e-05
이용개월수_카드론_R6M,5.973960746830046e-05
승인거절건수_한도초과_R3M,5.9327099063669455e-05
컨택건수_보험_TM_B0M,5.6157397944917685e-05
증감율_이용건수_CA_전월,5.459577095035995e-05
IB문의건수_CL_RV_R6M,5.0656631330538836e-05
할부건수_무이자_12M_R12M,4.742803882053242e-05
승인거절건수_BL_R3M,4.661373552976657e-05
이용건수_카드론_R6M,4.591949192849365e-05
